MakeValue|ModelValue|ModelGroup|Model_Description|MotorType|SumInsured|ClaimTypeValue|CC|Seat|Weight|AgeDriver|AgeCar|AgeCarMax|BasePremium|MainPremium|EndorsePremium01|EndorsePremium02|EndorsePremium03|DriverDiscountRate|DriverDiscount|GroupDiscountRate|GroupDiscountAmt|HistoryDiscountRate|HistoryDiscountAmt|OtherDiscountRate|OtherDiscountAmt|PlusPremium1|PlusPremium2|NetPremium|Stamp|VAT|TotalPremium|DeductAmt|FIRE&THEFT|TPPI_P|TPPI_C|TPPD|Bail Bond|PA_Driver|PA_Passengers|MED|CommissionRate|PromotionDiscountRate|PromotionDiscountAmt|PromotionEffectiveDate|PromotionExpiryDate|CarGroup|ProductType
Chevrolet|Optra|Optra|Wagon 4dr LS Sport Man 5sp FWD 1.6i|110|190000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||190000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||4|1
Chevrolet|Optra|Optra|Wagon 4dr LS Sport Auto 4sp FWD 1.6i|110|200000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||200000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||4|1
Chevrolet|Optra|Optra|Wagon 4dr LT Auto 4sp FWD 1.6i (NGV)|110|200000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||200000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||4|1
Chevrolet|Optra|Optra|Wagon 4dr LT Luxury Auto 4sp FWD 1.6i|110|210000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||210000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||4|1
Chevrolet|Optra|Optra|Wagon 4dr LT Luxury Sport Auto 4sp FWD 1.6i|110|210000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||210000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||4|1
Nissan|Frontier Navara_2DR|Frontier Navara|Pickup 2dr Ext. Cab LE Man 6sp 4WD 2.5DCT|210|210000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||210000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Nissan|Frontier Navara_2DR|Frontier Navara|Pickup 2dr Ext. Cab SE Man 6sp 4WD 2.5DCT|210|190000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab SE Man 6sp 4WD 2.5DCT|110|220000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||220000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab LE Man 6sp 4WD 2.5DCT|110|240000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||240000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab LE Auto 5sp RWD 2.5DCT|110|220000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||220000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab LE Auto 5sp 4WD 2.5DCT|110|250000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||250000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_2DR|Frontier Navara|Pickup 2dr Ext. Cab SE Man 6sp RWD 2.5DCT|210|160000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||160000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Nissan|Frontier Navara_2DR|Frontier Navara|Pickup 2dr Ext. Cab LE Man 6sp RWD 2.5DCT|210|180000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||180000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Nissan|Frontier Navara_2DR|Frontier Navara|Pickup 2dr Ext. Cab LE Auto 5sp RWD 2.5DCT|210|190000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab SE Man 6sp RWD 2.5DCT|110|190000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||190000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab LE Man 6sp RWD 2.5DCT|110|200000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||200000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_2DR|Frontier Navara|Pickup 2dr Ext. Cab XE Man 5sp RWD 2.5DCT|210|150000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||150000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab Black Star Limited Man 6sp RWD 2.5DCT|110|210000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||210000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab Black Star Limited Auto 5sp RWD 2.5DCT|110|230000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||230000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab Black Star Limited Man 6sp 4WD 2.5DCT|110|240000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||240000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Nissan|Frontier Navara_4DR|Frontier Navara|Pickup 4dr DCab Black Star Limited Auto 5sp 4WD 2.5DCT|110|260000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||260000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mazda|3|3|Hatch 4dr Spirit Sports Auto 4sp FWD 1.6i (CBU)|110|260000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||260000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mazda|3|3|Hatch 4dr Spirit Sports Auto 4sp FWD 1.6i (CBU,LST)|110|270000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||270000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mazda|3|3|Hatch 4dr Maxx Sports Auto 4sp FWD 2.0i (CBU,LST)|110|310000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||310000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mazda|3|3|Hatch 4dr Maxx Sports Auto 4sp FWD 2.0i (CBU,LST,SR)|110|320000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||320000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mazda|3|3|Sedan 4dr Groove Auto 4sp FWD 1.6i (CBU)|110|240000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||240000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mazda|3|3|Sedan 4dr Spirit Auto 4sp FWD 1.6i (CBU)|110|260000|01|1600|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||260000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mazda|3|3|Sedan 4dr Maxx Auto 4sp FWD 2.0i (CBU.LST)|110|310000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||310000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mazda|3|3|Sedan 4dr Maxx Auto 4sp FWD 2.0i (CBU,LST,MR)|110|320000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||320000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Captiva|Captiva|Wagon 4dr LS 7st Tiptronic 5sp FWD 2.4i|110|270000|01|2400|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||270000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Captiva|Captiva|Wagon 4dr LT 7st Tiptronic 5sp 4WD 2.4i|110|330000|01|2400|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||330000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Captiva|Captiva|Wagon 4dr LS 7st Tiptronic 5sp FWD 2.0DCT|110|290000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||290000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Captiva|Captiva|Wagon 4dr LT 7st Tiptronic 5sp 4WD 2.0DCT|110|360000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||360000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Toyota|Vios|Vios|Sedan 4dr J Auto 4sp FWD 1.5i|110|140000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||140000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Toyota|Vios|Vios|Sedan 4dr J Man 5sp FWD 1.5i (No ABS)|110|130000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||130000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Toyota|Vios|Vios|Sedan 4dr E Man 5sp FWD 1.5i|110|140000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||140000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Toyota|Vios|Vios|Sedan 4dr E Auto 4sp FWD 1.5i|110|150000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||150000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Toyota|Vios|Vios|Sedan 4dr ES Auto 4sp FWD 1.5i|110|160000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||160000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Toyota|Vios|Vios|Sedan 4dr G Auto 4sp FWD 1.5i|110|170000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||170000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Toyota|Vios|Vios|Sedan 4dr G Auto 4sp FWD 1.5i (LTD)|110|180000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||180000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Toyota|Vios|Vios|Sedan 4dr S Auto 4sp FWD 1.5i (LTD)|110|190000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||190000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Toyota|Vios|Vios|Sedan 4dr J Auto 4sp FWD 1.5i (No ABS)|110|130000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||130000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Honda|City|City|MY07 Sedan 4dr ZX A i-DSi Man 5sp FWD 1.5i|110|180000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||180000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Honda|City|City|MY07 Sedan 4dr ZX A i-DSi CVT 7sp FWD 1.5i|110|190000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||190000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Honda|City|City|MY07 Sedan 4dr ZX V VTEC Man 5sp FWD 1.5i|110|190000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||190000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Honda|City|City|MY07 Sedan 4dr ZX V VTEC CVT 7sp FWD 1.5i|110|210000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||210000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Honda|City|City|MY07 Sedan 4dr ZX V VTEC CVT 7sp FWD 1.5i (AS)|110|220000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||220000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Honda|City|City|MY07 Sedan 4dr ZX SV VTEC CVT 7sp FWD 1.5i|110|220000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||220000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Honda|City|City|MY07 Sedan 4dr ZX SV VTEC CVT 7sp FWD 1.5i (AS)|110|240000|01|1500|7|||12|12||||||||||||||||13497.00|54.00|948.57|14500.00||240000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||5|1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Single Cab Man 5sp RWD 2.5DCT|210|160000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||160000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 3.0DCT|210|210000|01|3000|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||210000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Man 5sp RWD 3.0DCT|210|220000|01|3000|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT1 Auto 4sp RWD 3.0DCT|210|230000|01|3000|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||230000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 3.0DCT|210|240000|01|3000|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 3.0DCT|210|250000|01|3000|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||250000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Auto 4sp 4WD 3.0DCT|210|270000|01|3000|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||270000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab LS Man 5sp RWD 3.0DCT|110|210000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||210000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab LT Man 5sp RWD 3.0DCT|110|240000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||240000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab LT1 Man 5sp RWD 3.0DCT|110|250000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||250000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab LT1 Auto 4sp RWD 3.0DCT|110|260000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||260000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab Z71 Man 5sp RWD 3.0DCT|110|260000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||260000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab Z71 Auto 4sp RWD 3.0DCT|110|270000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||270000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab Z71 Man 5sp 4WD 3.0DCT|110|280000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||280000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab Z71 Auto 4sp 4WD 3.0DCT|110|300000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||300000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS Man 5sp RWD 2.5DCT|210|180000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||180000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT|210|190000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab LS Man 5sp RWD 2.5DCT|110|200000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||200000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab LT Man 5sp RWD 2.5DCT|110|230000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||230000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LT Man 5sp RWD 2.5DCT|210|200000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||200000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT|210|220000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp 4WD 2.5DCT|210|240000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||240000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab Z71 Man 5sp RWD 2.5DCT|110|250000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||250000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab Z71 Man 5sp 4WD 3.0DCT (CTi Maxx)|110|290000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||290000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab Z71 Auto 4sp 4WD 3.0DCT (CTi Maxx)|110|300000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||300000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab LS1 Man 5sp RWD 2.5DCT (N.ABS)|210|190000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||190000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_2DR|Colorado|Pickup 2dr Ext. Cab Z71 Man 5sp RWD 2.5DCT (N.AB,N.ABS)|210|220000|01|2500|3|3000||12|12||||||||||||||||11821.00|48.00|830.83|12700.00||220000|500000.00|10000000.00|1000000.00|200000.00|50000.00|50000.00|50000.00|23.00%||||||1
Chevrolet|Colorado_4DR|Colorado|Pickup 4dr DCab Z71 Man 5sp RWD 2.5DCT (N.AB,N.ABS)|110|240000|01|2500|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||240000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Ford|Focus|Focus|Sedan 4dr Finesse Auto 4sp FWD 1.8i (CBU)|110|220000|01|1800|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||220000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Ford|Focus|Focus|Hatch 4dr Finesse Auto 4sp FWD 1.8i (CBU)|110|220000|01|1800|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||220000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Ford|Focus|Focus|Hatch 4dr Sport Auto 4sp FWD 2.0i (CBU)|110|250000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||250000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Ford|Focus|Focus|Sedan 4dr Ghia Auto 4sp FWD 2.0i (CBU)|110|250000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||250000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Ford|Focus|Focus|Hatch 4dr Sport Man 6sp FWD 2.0DCT (CBU)|110|280000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||280000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Honda|Accord|Accord|MY08 Sedan 4dr E i-VTEC SA 5sp FWD 2.0i|110|350000|01|2000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||350000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Honda|Accord|Accord|MY08 Sedan 4dr E i-VTEC SA 5sp FWD 2.4i|110|400000|01|2400|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||400000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Honda|Accord|Accord|MY08 Sedan 4dr EL i-VTEC SA 5sp FWD 2.4i|110|430000|01|2400|7|||12|12||||||||||||||||13218.00|53.00|928.97|14200.00||430000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Honda|Accord|Accord|MY08 Sedan 4dr EL i-VTEC SA 5sp FWD 2.4i (Navi)|110|470000|01|2400|7|||12|12||||||||||||||||13218.00|53.00|928.97|14200.00||470000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Honda|Accord|Accord|MY08 Sedan 4dr V6 i-VTEC SA 5sp FWD 3.5i|110|780000|01|3500|7|||12|12||||||||||||||||17407.00|70.00|1223.39|18700.00||780000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mitsubishi|Space Wagon|Space Wagon|Wagon 4dr GLS 7st SA 4sp FWD 2.4i|110|480000|01|2400|7|||12|12||||||||||||||||13218.00|53.00|928.97|14200.00||480000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mitsubishi|Space Wagon|Space Wagon|Wagon 4dr GLS Limited 7st SA 4sp FWD 2.4i|110|520000|01|2400|7|||12|12||||||||||||||||14149.00|57.00|994.42|15200.00||520000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Mitsubishi|Space Wagon|Space Wagon|Wagon 4dr GT 7st SA 4sp FWD 2.4i|110|560000|01|2400|7|||12|12||||||||||||||||14149.00|57.00|994.42|15200.00||560000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Ford|Escape|Escape|Wagon 4dr XLS Auto 4sp FWD 2.3i (CBU)|110|230000|01|2300|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||230000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Ford|Escape|Escape|Wagon 4dr XLT Auto 4sp 4WD 2.3i (CBU,LST)|110|300000|01|2300|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||300000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
Isuzu|D-Max_4DR|D-Max|Pickup 4dr DCab Hi-Lander Ddi i-TEQ Man 5sp RWD 515kg 3.0DCT (VGS)|110|300000|01|3000|7|||12|12||||||||||||||||12752.00|52.00|896.28|13700.00||300000|1000000.00|10000000.00|2500000.00|200000.00|100000.00|100000.00|100000.00|23.00%|||||3|1
